,Stocks,Industry,LastPrice,Change,PctChange,MktCap,URL,Ticker
82,Poddar Housing ,,179.00,2.00,1.13,113.0,https://www.moneycontrol.com/india/stockpricequote/poddarhousingdevelopment/poddarhousingdevelopment/W13,PODDARHOUS.NS
83,Indian Terrain,Textiles - Readymade Apparels,62.95,0.70,1.12,279.0,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/indianterrainfashions/ITF,INDTERRAIN.NS
84,Himatsingka Sei,Textiles - Synthetic & Silk,108.30,1.20,1.12,1066.0,https://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/himatsingkaseide/HS,HIMATSEIDE.NS
85,Sangam India,Textiles - Spinning - Synthetic Blended,321.05,3.55,1.12,1430.0,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/sangamindia/SI03,SANGAMIND.NS
86,Sterling Tools,Fasteners,214.35,2.35,1.11,772.0,https://www.moneycontrol.com/india/stockpricequote/fasteners/sterlingtools/ST,STERTOOLS.NS
87,Tijaria Polypip,Plastics,4.70,0.05,1.08,13.0,https://www.moneycontrol.com/india/stockpricequote/plastics/tijariapolypipes/TP,TIJARIA.NS
88,Ganesha Ecosph,Textiles - Processing,639.35,6.70,1.06,1396.0,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/ganeshaecosphere/GP01,GANECOS.NS
89,Loyal Textiles,Textiles - Composite Mills,862.65,9.00,1.05,415.0,https://www.moneycontrol.com/india/stockpricequote/textilescompositemills/loyaltextilesmills/LTM,LOYALTEX.NS
90,Mold Tek Tech,,92.30,0.95,1.04,261.0,https://www.moneycontrol.com/india/stockpricequote/moldtektechnologies/moldtektechnologies/MTT01,MOLDTECH.NS
91,Bharat Elec,Electricals,327.90,3.35,1.03,79896.0,https://www.moneycontrol.com/india/stockpricequote/electricals/bharatelectronics/BE03,BEL.NS
92,Nahar Spinning,Textiles - Hosiery & Knitwear,359.65,3.55,1.00,1297.0,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/naharspinningmills/NSM,NAHARSPING.NS
93,Rupa and Comp,Textiles - Hosiery & Knitwear,339.55,3.05,0.91,2700.0,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/rupacompany/RC14,RUPA.NS
94,EPL,Packaging,171.50,1.50,0.88,5417.0,https://www.moneycontrol.com/india/stockpricequote/packaging/epl/EP11,EPL.NS
95,KPR Mill,Textiles - Readymade Apparels,596.80,5.10,0.86,20399.0,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/kprmill/M15,KPRMILL.NS
96,Polyplex Corp,Packaging,2179.65,17.45,0.81,6842.0,https://www.moneycontrol.com/india/stockpricequote/packaging/polyplexcorporation/PC08,POLYPLEX.NS
97,STL Global,Textiles - General,25.90,0.20,0.78,71.0,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/stlglobal/STL05,SGL.NS
98,Time Techno,Packaging,123.75,0.95,0.77,2799.0,https://www.moneycontrol.com/india/stockpricequote/packaging/timetechnoplast/TT03,TIMETECHNO.NS
99,Globe Textiles,Textiles - General,6.80,0.05,0.74,103.0,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/globetextilesindia/GTI,GLOBE.NS
100,Max Ventures an,Packaging,129.20,0.95,0.74,1900.0,https://www.moneycontrol.com/india/stockpricequote/packaging/maxventuresindustries/MVI,MAXVIL.NS
101,Ambika Cotton,Textiles - Spinning - Cotton Blended,1814.70,12.95,0.72,1039.0,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/ambikacottonmills/ACM04,AMBIKCO.NS
102,Sintercom India,Castings & Forgings,85.55,0.60,0.71,236.0,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/sintercomindia/SI73,SINTERCOM.NS
103,Balmer Lawrie,Diversified,126.45,0.85,0.68,2162.0,https://www.moneycontrol.com/india/stockpricequote/diversified/balmerlawriecompany/BLC,BALMLAWRIE.NS
104,Emmbi Ind,Packaging,99.90,0.65,0.65,177.0,https://www.moneycontrol.com/india/stockpricequote/packaging/emmbiindustries/EP09,EMMBI.NS
