,Stocks,Industry,LastPrice,Change,PctChange,MktCap,URL,Ticker
107,Elecon Eng,Engineering - Heavy,360.95,-2.30,-0.63,4050.0,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/eleconengineeringcompany/EEC,ELECON.NS
108,Quess Corp,Engineering,565.40,-3.70,-0.65,8372.0,https://www.moneycontrol.com/india/stockpricequote/engineering/quesscorp/QC,QUESS.NS
109,Revathi CP,Compressors,753.00,-5.10,-0.67,231.0,https://www.moneycontrol.com/india/stockpricequote/compressors/revathicpequipment/RCP,REVATHI.NS
110,SKF India,Bearings,4890.20,-36.30,-0.74,24176.0,https://www.moneycontrol.com/india/stockpricequote/bearings/skfindia/SKF01,SKFINDIA.NS
111,TIL,Engineering,115.30,-0.90,-0.77,116.0,https://www.moneycontrol.com/india/stockpricequote/engineering/til/TIL,TIL.NS
112,Kennametal,Machine Tools,2452.80,-19.55,-0.79,5391.0,https://www.moneycontrol.com/india/stockpricequote/machinetools/kennametalindia/WI06,KENNAMET.NS
113,Carborundum,Abrasives,854.00,-7.55,-0.88,16216.0,https://www.moneycontrol.com/india/stockpricequote/abrasives/carborundumuniversal/CU,CARBORUNIV.NS
114,Honda India PP,Electric Equipment,1469.30,-13.50,-0.91,1490.0,https://www.moneycontrol.com/india/stockpricequote/electricequipment/hondaindiapowerproductslimited/HSP02,HONDAPOWER.NS
115,United Drilling,,374.25,-3.60,-0.95,760.0,https://www.moneycontrol.com/india/stockpricequote/uniteddrillingtools/uniteddrillingtools/UDT,UNIDT.NS
116,Nitiraj Enginee,Engineering,79.05,-0.80,-1.00,81.0,https://www.moneycontrol.com/india/stockpricequote/engineering/nitirajengineers/NE09,NITIRAJ.NS
117,GE T&D India,Power - Transmission & Equipment,131.75,-1.35,-1.01,3373.0,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/getdindia/ATD,GET&D.NS
118,Ircon Internati,Engineering - Heavy,42.60,-0.45,-1.05,4007.0,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/irconinternational/II07,IRCON.NS
119,Orient Abrasive,Abrasives,33.85,-0.45,-1.31,405.0,https://www.moneycontrol.com/india/stockpricequote/abrasives/orientabrasives/OA01,ORIENTABRA.NS
120,Grindwell Norto,Abrasives,2168.00,-31.30,-1.42,24004.0,https://www.moneycontrol.com/india/stockpricequote/abrasives/grindwellnorton/GN,GRINDWELL.NS
121,Power Mech,Infrastructure - General,1344.20,-19.55,-1.43,1977.0,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/powermechprojects/PMP,POWERMECH.NS
122,Ganga Forging,,6.20,-0.10,-1.59,66.0,https://www.moneycontrol.com/india/stockpricequote/gangaforging/gangaforging/GF,GANGAFORGE.NS
123,Kabra Extrusion,Engineering - Heavy,395.40,-7.05,-1.75,1269.0,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/kabraextrusiontechnik/KET,KABRAEXTRU.NS
124,Praj Industries,Engineering - Heavy,414.40,-7.45,-1.77,7611.0,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/prajindustries/PI17,PRAJIND.NS
125,Igarashi Motors,Electric Equipment,359.05,-6.65,-1.82,1130.0,https://www.moneycontrol.com/india/stockpricequote/electricequipment/igarashimotors/IM01,IGARASHI.NS
126,HEG,Electrodes & Graphite,1232.35,-23.65,-1.88,4756.0,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/heg/HEG,HEG.NS
127,Varroc Engineer,Engineering - Heavy,372.80,-7.45,-1.96,5696.0,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/varrocengineering/VE08,VARROC.NS
128,Easun Reyrl,Electric Equipment,2.45,-0.05,-2.00,8.0,https://www.moneycontrol.com/india/stockpricequote/electricequipment/easunreyrolle/ER,EASUNREYRL.NS
129,Modison,,67.40,-1.40,-2.03,219.0,https://www.moneycontrol.com/india/stockpricequote/modison/modison/MM07,MODISONLTD.NS
130,Voltamp Trans,Power - Transmission & Equipment,2689.30,-68.45,-2.48,2721.0,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/voltamptransformers/VT9,VOLTAMP.NS
131,Walchandnagar,Engineering - Heavy,65.75,-2.35,-3.45,250.0,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/walchandnagarindustries/WI01,WALCHANNAG.NS
132,Jaypee Infra,Infrastructure - General,2.55,-0.10,-3.77,354.0,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/jaypeeinfratech/JI09,JPINFRATEC.NS
133,Power & Instrum,Electric Equipment,41.70,-1.80,-4.14,35.0,https://www.moneycontrol.com/india/stockpricequote/electricequipment/powerinstrumentationgujarat/PI(,PIGL.NS
134,BEML,Infrastructure - General,1813.35,-79.95,-4.22,7552.0,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/beml/BEM03,BEML.NS
135,TRF,Engineering - Heavy,168.10,-8.80,-4.97,185.0,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/trf/TRF,TRF.NS
136,Thejo Engg,Engineering,1103.75,-59.60,-5.12,1176.0,https://www.moneycontrol.com/india/stockpricequote/engineering/thejoengineering/TE09,THEJO.NS
137,Lokesh Machines,Machine Tools,130.20,-9.00,-6.47,233.0,https://www.moneycontrol.com/india/stockpricequote/machinetools/lokeshmachines/LMS,LOKESHMACH.NS
